Date,Game,Earnings,Players,Tournaments,Game_numerical,Genre
2005-12-01,Age of Empires II,450.0,9,1,8,Strategy
2006-01-01,StarCraft: Brood War,,37,3,4,Strategy
2006-01-01,Madden NFL 06,,1,1,67,Sports
2006-01-01,Counter-Strike: Source,,60,1,53,First-Person Shooter
2006-01-01,WarCraft III,,18,5,24,Strategy
2006-01-01,Counter-Strike,,25,3,16,First-Person Shooter
2006-01-01,Quake 4,,6,1,58,First-Person Shooter
2006-01-01,Wolfenstein: Enemy Territory,,18,1,57,First-Person Shooter
2006-02-01,Counter-Strike,,192,8,16,First-Person Shooter
2006-02-01,Halo 2,,32,2,52,First-Person Shooter
2006-02-01,Age of Empires II,,44,2,8,Strategy
2006-02-01,Super Smash Bros. Melee,,12,2,21,Fighting Game
2006-02-01,WarCraft III,,10,6,24,Strategy
2006-02-01,StarCraft: Brood War,,21,2,4,Strategy
2006-02-01,Quake 4,,18,4,58,First-Person Shooter
2006-02-01,Quake III Arena,,4,1,7,First-Person Shooter
2006-02-01,TrackMania Nations,,5,2,68,Racing
2006-02-01,Counter-Strike: Source,,10,1,53,First-Person Shooter
2006-03-01,Counter-Strike,,110,8,16,First-Person Shooter
2006-03-01,Counter-Strike: Source,,65,4,53,First-Person Shooter
2006-03-01,Quake 4,,21,4,58,First-Person Shooter
2006-03-01,StarCraft: Brood War,,26,2,4,Strategy
2006-03-01,WarCraft III,,11,6,24,Strategy
2006-03-01,Call of Duty,,15,1,48,First-Person Shooter
2006-03-01,Call of Duty 2,,0,2,69,First-Person Shooter
2006-03-01,FIFA 06,200.0,1,1,65,Sports
2006-03-01,Need for Speed: Most Wanted,0.0,3,1,66,Racing
2006-04-01,Counter-Strike,,108,9,16,First-Person Shooter
2006-04-01,Halo 2,,26,2,52,First-Person Shooter
2006-04-01,Super Smash Bros. Melee,,13,2,21,Fighting Game
2006-04-01,StarCraft: Brood War,,19,2,4,Strategy
2006-04-01,Battlefield 2,,0,2,59,First-Person Shooter
2006-04-01,Counter-Strike: Source,,40,3,53,First-Person Shooter
2006-04-01,Quake 4,,9,3,58,First-Person Shooter
2006-04-01,WarCraft III,,9,6,24,Strategy
2006-04-01,TrackMania Nations,952.0,3,1,68,Racing
2006-04-01,Call of Duty 2,620.0,0,1,69,First-Person Shooter
2006-04-01,Age of Empires III,500.0,3,1,70,Strategy
2006-05-01,Counter-Strike,,221,6,16,First-Person Shooter
2006-05-01,WarCraft III,,35,7,24,Strategy
2006-05-01,Halo 2,,16,2,52,First-Person Shooter
2006-05-01,StarCraft: Brood War,,19,3,4,Strategy
2006-05-01,Quake 4,,8,1,58,First-Person Shooter
2006-05-01,Super Smash Bros. Melee,,18,2,21,Fighting Game
2006-05-01,Call of Duty 2,,0,1,69,First-Person Shooter
2006-05-01,Counter-Strike: Source,,20,2,53,First-Person Shooter
2006-05-01,TrackMania Nations,,3,1,68,Racing
2006-06-01,Counter-Strike,,137,17,16,First-Person Shooter
2006-06-01,StarCraft: Brood War,,35,4,4,Strategy
2006-06-01,WarCraft III,,36,9,24,Strategy
2006-06-01,Halo 2,,27,2,52,First-Person Shooter
2006-06-01,Quake 4,,6,2,58,First-Person Shooter
2006-06-01,FIFA 06,,0,1,65,Sports
2006-06-01,Battlefield 2,,0,1,59,First-Person Shooter
2006-06-01,Super Smash Bros. Melee,,19,2,21,Fighting Game
2006-06-01,Counter-Strike: Source,,30,2,53,First-Person Shooter
2006-06-01,Live for Speed,,5,1,41,Racing
2006-06-01,Age of Empires II,200.0,3,1,8,Strategy
2006-07-01,Counter-Strike,,319,11,16,First-Person Shooter
2006-07-01,Quake 4,,20,2,58,First-Person Shooter
2006-07-01,StarCraft: Brood War,,19,2,4,Strategy
2006-07-01,Halo 2,,32,4,52,First-Person Shooter
2006-07-01,Battlefield 2,,0,1,59,First-Person Shooter
2006-07-01,WarCraft III,,22,10,24,Strategy
2006-07-01,TrackMania Nations,,8,1,68,Racing
2006-07-01,Gran Turismo 4,,4,1,56,Racing
2006-07-01,Pro Evolution Soccer 5,,4,1,71,Sports
2006-07-01,Super Smash Bros. Melee,,34,5,21,Fighting Game
2006-07-01,Dead or Alive 4,,2,1,72,Fighting Game
2006-07-01,Forza Motorsport 2,,2,1,73,Racing
2006-07-01,Day of Defeat,,1,1,38,First-Person Shooter
2006-07-01,Project Gotham Racing 3,,3,1,74,Racing
2006-07-01,Ghost Recon Advanced Warfighter,,0,1,75,First-Person Shooter
2006-07-01,Age of Empires III,,6,1,70,Strategy
2006-07-01,Wolfenstein: Enemy Territory,,22,1,57,First-Person Shooter
2006-07-01,Age of Empires II,154.0,3,1,8,Strategy
2006-08-01,Counter-Strike,,187,11,16,First-Person Shooter
2006-08-01,Quake 4,,20,5,58,First-Person Shooter
2006-08-01,WarCraft III,,64,14,24,Strategy
2006-08-01,Halo 2,,28,2,52,First-Person Shooter
2006-08-01,StarCraft: Brood War,,29,6,4,Strategy
2006-08-01,Wolfenstein: Enemy Territory,,15,1,57,First-Person Shooter
2006-08-01,FIFA 06,,13,3,65,Sports
2006-08-01,Super Smash Bros. Melee,,12,4,21,Fighting Game
2006-08-01,Counter-Strike: Source,,35,3,53,First-Person Shooter
2006-08-01,Capcom vs. SNK 2,,8,1,23,Fighting Game
2006-08-01,Dead or Alive 4,,8,1,72,Fighting Game
2006-08-01,Guilty Gear XX Slash,,6,1,76,Fighting Game
2006-08-01,Hyper Street Fighter II,,8,1,77,Fighting Game
2006-08-01,Marvel vs. Capcom 2,,8,1,9,Fighting Game
2006-08-01,Street Fighter III: 3rd Strike,,8,1,12,Fighting Game
2006-08-01,Tekken 5,,8,1,61,Fighting Game
2006-08-01,Battlefield 2,,0,1,59,First-Person Shooter
2006-08-01,Need for Speed: Most Wanted,,8,2,66,Racing
2006-08-01,Quake III Arena,,8,1,7,First-Person Shooter
2006-08-01,Age of Empires III,,4,1,70,Strategy
2006-08-01,Call of Duty 2,664.0,0,1,69,First-Person Shooter
2006-08-01,Unreal Tournament 2004,550.0,3,2,45,First-Person Shooter
2006-08-01,Age of Empires,42.0,10,1,5,Strategy
2006-09-01,Counter-Strike,,182,12,16,First-Person Shooter
2006-09-01,WarCraft III,,26,12,24,Strategy
2006-09-01,StarCraft: Brood War,,10,3,4,Strategy
2006-09-01,Quake III Arena,,4,1,7,First-Person Shooter
2006-09-01,Call of Duty 2,,0,1,69,First-Person Shooter
2006-09-01,Quake 4,,0,1,58,First-Person Shooter
2006-09-01,Wolfenstein: Enemy Territory,,19,1,57,First-Person Shooter
2006-09-01,Age of Empires,247.0,15,1,5,Strategy
2006-10-01,Counter-Strike,,105,8,16,First-Person Shooter
2006-10-01,Halo 2,,32,2,52,First-Person Shooter
2006-10-01,StarCraft: Brood War,,32,8,4,Strategy
2006-10-01,WarCraft III,,16,7,24,Strategy
2006-10-01,"Warhammer 40,000: Dawn of War",,3,1,62,Strategy
2006-10-01,Quake 4,,19,6,58,First-Person Shooter
2006-10-01,Project Gotham Racing 3,,4,2,74,Racing
2006-10-01,Super Smash Bros. Melee,,18,3,21,Fighting Game
2006-10-01,Need for Speed: Most Wanted,,5,2,66,Racing
2006-10-01,Dead or Alive 4,,4,2,72,Fighting Game
2006-10-01,FIFA 06,,3,1,65,Sports
2006-10-01,Counter-Strike: Source,,46,4,53,First-Person Shooter
2006-10-01,FIFA 07,,2,1,78,Sports
2006-10-01,TrackMania Nations,127.0,1,1,68,Racing
2006-11-01,StarCraft: Brood War,,47,7,4,Strategy
2006-11-01,Halo 2,,13,2,52,First-Person Shooter
2006-11-01,Counter-Strike,,286,13,16,First-Person Shooter
2006-11-01,TrackMania Nations,,10,1,68,Racing
2006-11-01,WarCraft III,,28,5,24,Strategy
2006-11-01,Counter-Strike: Source,,50,4,53,First-Person Shooter
2006-11-01,Super Smash Bros. Melee,,8,2,21,Fighting Game
2006-11-01,Quake III Arena,,12,2,7,First-Person Shooter
2006-11-01,Call of Duty 2,,0,2,69,First-Person Shooter
2006-11-01,Quake 4,,14,5,58,First-Person Shooter
2006-11-01,Battlefield 2,,0,2,59,First-Person Shooter
2006-12-01,Counter-Strike,,248,16,16,First-Person Shooter
2006-12-01,WarCraft III,,17,5,24,Strategy
2006-12-01,StarCraft: Brood War,,13,5,4,Strategy
2006-12-01,Counter-Strike: Source,,20,2,53,First-Person Shooter
2006-12-01,Quake III Arena,,32,1,7,First-Person Shooter
2006-12-01,Halo 2,,12,1,52,First-Person Shooter
2006-12-01,Project Gotham Racing 3,,3,1,74,Racing
2006-12-01,Quake 4,,3,1,58,First-Person Shooter
2006-12-01,FIFA 06,,5,3,65,Sports
2006-12-01,FIFA 07,,3,1,78,Sports
2006-12-01,Ghost Recon Advanced Warfighter,,0,1,75,First-Person Shooter
2006-12-01,Age of Empires II,,16,1,8,Strategy
2006-12-01,Age of Empires III,,1,1,70,Strategy
2006-12-01,Defense of the Ancients,739.0,5,1,64,Multiplayer Online Battle Arena
2006-12-01,Battlefield 2,0.0,0,1,59,First-Person Shooter
2006-12-01,Live for Speed,0.0,1,1,41,Racing
2007-01-01,Madden NFL 07,,1,1,79,Sports
2007-01-01,WarCraft III,,28,8,24,Strategy
2007-01-01,StarCraft: Brood War,,15,6,4,Strategy
2007-01-01,Counter-Strike,,40,3,16,First-Person Shooter
2007-01-01,Age of Empires II,,16,1,8,Strategy
2007-01-01,Counter-Strike: Source,,20,2,53,First-Person Shooter
2007-01-01,Super Smash Bros. Melee,,10,3,21,Fighting Game
2007-01-01,Age of Empires III,100.0,1,1,70,Strategy
2007-02-01,StarCraft: Brood War,,33,5,4,Strategy
2007-02-01,Counter-Strike,,195,8,16,First-Person Shooter
2007-02-01,WarCraft III,,16,7,24,Strategy
2007-02-01,Counter-Strike: Source,,35,3,53,First-Person Shooter
2007-02-01,Defense of the Ancients,,0,1,64,Multiplayer Online Battle Arena
2007-02-01,Wolfenstein: Enemy Territory,,30,1,57,First-Person Shooter
2007-02-01,Super Smash Bros. Melee,,12,4,21,Fighting Game
2007-02-01,Age of Empires II,778.0,3,1,8,Strategy
2007-03-01,Counter-Strike,,137,7,16,First-Person Shooter
2007-03-01,StarCraft: Brood War,,25,4,4,Strategy
2007-03-01,WarCraft III,,16,6,24,Strategy
2007-03-01,Rise of Nations: Rise of Legends,,8,1,80,Strategy
2007-03-01,FIFA 07,,3,1,78,Sports
2007-03-01,Need for Speed Carbon,,3,1,81,Racing
2007-03-01,Super Smash Bros. Melee,,25,9,21,Fighting Game
2007-03-01,Dead or Alive 4,,3,1,72,Fighting Game
2007-03-01,Project Gotham Racing 3,,3,1,74,Racing
2007-03-01,Counter-Strike: Source,,10,1,53,First-Person Shooter
2007-03-01,TrackMania Nations,822.0,3,1,68,Racing
2007-04-01,Counter-Strike,,207,14,16,First-Person Shooter
2007-04-01,Halo 2,,34,2,52,First-Person Shooter
2007-04-01,WarCraft III,,33,15,24,Strategy
2007-04-01,Counter-Strike: Source,,84,6,53,First-Person Shooter
2007-04-01,World of WarCraft,,6,1,82,Role-Playing Game
2007-04-01,Battlefield 2142,,0,2,83,First-Person Shooter
2007-04-01,Rainbow Six: Vegas,,62,1,84,First-Person Shooter
2007-04-01,Quake 4,,9,2,58,First-Person Shooter
2007-04-01,Super Smash Bros. Melee,,29,15,21,Fighting Game
2007-04-01,Battlefield 2,,0,1,59,First-Person Shooter
2007-04-01,Command & Conquer 3,,4,1,85,Strategy
2007-04-01,S.T.A.L.K.E.R.: Shadow of Chernobyl,,0,1,86,First-Person Shooter
2007-04-01,Supreme Commander,,0,1,87,Strategy
2007-04-01,Wolfenstein: Enemy Territory,,18,1,57,First-Person Shooter
2007-04-01,Day of Defeat: Source,996.0,0,1,88,First-Person Shooter
2007-04-01,Dead or Alive 4,996.0,3,1,72,Fighting Game
2007-04-01,Project Gotham Racing 3,996.0,3,1,74,Racing
2007-04-01,StarCraft: Brood War,962.0,3,1,4,Strategy
2007-04-01,Call of Duty 2,686.0,0,1,69,First-Person Shooter
2007-04-01,Age of Empires III,200.0,3,1,70,Strategy
2007-05-01,Counter-Strike,,87,8,16,First-Person Shooter
2007-05-01,WarCraft III,,27,14,24,Strategy
2007-05-01,StarCraft: Brood War,,6,3,4,Strategy
2007-05-01,F.E.A.R.,,7,1,89,First-Person Shooter
2007-05-01,World in Conflict,,15,1,90,Strategy
2007-05-01,Counter-Strike: Source,,36,3,53,First-Person Shooter
2007-05-01,Call of Duty 2,,0,1,69,First-Person Shooter
2007-05-01,Quake III Arena,,8,1,7,First-Person Shooter
2007-05-01,Super Smash Bros. Melee,,14,4,21,Fighting Game
2007-05-01,FIFA 07,500.0,1,1,78,Sports
2007-06-01,Counter-Strike,,264,12,16,First-Person Shooter
2007-06-01,WarCraft III,,46,11,24,Strategy
2007-06-01,Halo 2,,30,2,52,First-Person Shooter
2007-06-01,Counter-Strike: Source,,56,3,53,First-Person Shooter
2007-06-01,FIFA 07,,8,2,78,Sports
2007-06-01,World of WarCraft,,11,1,82,Role-Playing Game
2007-06-01,F.E.A.R.,,8,1,89,First-Person Shooter
2007-06-01,World in Conflict,,0,1,90,Strategy
2007-06-01,Rainbow Six: Vegas,,32,1,84,First-Person Shooter
2007-06-01,Quake 4,,8,1,58,First-Person Shooter
2007-06-01,StarCraft: Brood War,,6,2,4,Strategy
2007-06-01,Super Smash Bros. Melee,,32,11,21,Fighting Game
2007-06-01,Defense of the Ancients,,11,1,64,Multiplayer Online Battle Arena
2007-06-01,Live for Speed,,5,1,41,Racing
2007-06-01,Pro Evolution Soccer 6,,3,1,91,Sports
2007-06-01,Super Smash Bros.,415.0,6,2,92,Fighting Game
2007-06-01,Gears of War,0.0,0,1,93,Third-Person Shooter
2007-07-01,StarCraft: Brood War,,43,3,4,Strategy
2007-07-01,Counter-Strike,,94,7,16,First-Person Shooter
2007-07-01,WarCraft III,,29,10,24,Strategy
2007-07-01,Halo 2,,27,2,52,First-Person Shooter
2007-07-01,Quake 4,,11,2,58,First-Person Shooter
2007-07-01,Call of Duty 2,,20,1,69,First-Person Shooter
2007-07-01,TrackMania Nations,,6,2,68,Racing
2007-07-01,Pro Evolution Soccer 6,,3,1,91,Sports
2007-07-01,Rainbow Six: Vegas,,32,1,84,First-Person Shooter
2007-07-01,Super Smash Bros. Melee,,40,7,21,Fighting Game
2007-07-01,Gears of War,,0,1,93,Third-Person Shooter
2007-07-01,Super Smash Bros.,525.0,3,1,92,Fighting Game
2007-07-01,Street Fighter III: 3rd Strike,0.0,4,1,12,Fighting Game
2007-08-01,Counter-Strike,,199,12,16,First-Person Shooter
2007-08-01,StarCraft: Brood War,,41,10,4,Strategy
2007-08-01,WarCraft III,,69,17,24,Strategy
2007-08-01,World of WarCraft,,25,2,82,Role-Playing Game
2007-08-01,Quake 4,,18,4,58,First-Person Shooter
2007-08-01,Halo 2,,27,2,52,First-Person Shooter
2007-08-01,Enemy Territory: Quake Wars,,26,1,94,First-Person Shooter
2007-08-01,Counter-Strike: Source,,81,5,53,First-Person Shooter
2007-08-01,FIFA 07,,13,2,78,Sports
2007-08-01,Rainbow Six: Vegas,,0,1,84,First-Person Shooter
2007-08-01,Super Smash Bros. Melee,,10,2,21,Fighting Game
2007-08-01,Gears of War,,0,1,93,Third-Person Shooter
2007-08-01,Capcom vs. SNK 2,,8,1,23,Fighting Game
2007-08-01,Guilty Gear XX Accent Core,,23,1,95,Fighting Game
2007-08-01,Marvel vs. Capcom 2,,8,1,9,Fighting Game
2007-08-01,Street Fighter III: 3rd Strike,,8,1,12,Fighting Game
2007-08-01,Super Street Fighter II Turbo,,8,1,13,Fighting Game
2007-08-01,Tekken 5: Dark Resurrection,,8,1,96,Fighting Game
2007-08-01,Virtua Fighter 5,,8,1,97,Fighting Game
2007-08-01,Need for Speed Carbon,,8,1,81,Racing
2007-08-01,Defense of the Ancients,,15,1,64,Multiplayer Online Battle Arena
2007-08-01,Shadowrun,,0,1,98,First-Person Shooter
2007-08-01,Quake III Arena,,12,2,7,First-Person Shooter
2007-08-01,Age of Empires III,,3,1,70,Strategy
2007-08-01,Battlefield 2,,0,1,59,First-Person Shooter
2007-08-01,Call of Duty 2,,0,1,69,First-Person Shooter
2007-09-01,Counter-Strike,,179,10,16,First-Person Shooter
2007-09-01,Counter-Strike: Source,,140,10,53,First-Person Shooter
2007-09-01,Halo 2,,28,2,52,First-Person Shooter
2007-09-01,WarCraft III,,50,23,24,Strategy
2007-09-01,F.E.A.R.,,8,1,89,First-Person Shooter
2007-09-01,World in Conflict,,0,1,90,Strategy
2007-09-01,StarCraft: Brood War,,13,6,4,Strategy
2007-09-01,Rainbow Six: Vegas,,0,1,84,First-Person Shooter
2007-09-01,Gears of War,,0,1,93,Third-Person Shooter
2007-09-01,Super Smash Bros. Melee,,9,3,21,Fighting Game
2007-09-01,Wolfenstein: Enemy Territory,,30,1,57,First-Person Shooter
2007-09-01,Call of Duty 2,,20,1,69,First-Person Shooter
2007-09-01,Shadowrun,,0,1,98,First-Person Shooter
2007-09-01,TrackMania Nations,514.0,1,1,68,Racing
2007-10-01,Halo 2,,36,2,52,First-Person Shooter
2007-10-01,Counter-Strike,,116,9,16,First-Person Shooter
2007-10-01,Gears of War,,1,2,93,Third-Person Shooter
2007-10-01,Madden NFL 08,,1,1,99,Sports
2007-10-01,WarCraft III,,26,14,24,Strategy
2007-10-01,Rainbow Six: Vegas,,0,1,84,First-Person Shooter
2007-10-01,StarCraft: Brood War,,13,3,4,Strategy
2007-10-01,Counter-Strike: Source,,76,6,53,First-Person Shooter
2007-10-01,FIFA 07,,3,1,78,Sports
2007-10-01,Age of Empires III,,3,1,70,Strategy
2007-10-01,Carom 3D,,3,1,100,Sports
2007-10-01,Command & Conquer 3,,3,1,85,Strategy
2007-10-01,Dead or Alive 4,,3,1,72,Fighting Game
2007-10-01,Need for Speed Carbon,,3,1,81,Racing
2007-10-01,Project Gotham Racing 3,,3,1,74,Racing
2007-10-01,Shadowrun,,0,1,98,First-Person Shooter
2007-10-01,Age of Empires II,,28,1,8,Strategy
2007-10-01,Super Smash Bros. Melee,,3,1,21,Fighting Game
2007-10-01,TrackMania Nations,767.0,3,1,68,Racing
2007-11-01,StarCraft: Brood War,,38,4,4,Strategy
2007-11-01,Counter-Strike,,226,10,16,First-Person Shooter
2007-11-01,World of WarCraft,,9,1,82,Role-Playing Game
2007-11-01,WarCraft III,,59,15,24,Strategy
2007-11-01,Halo 2,,32,2,52,First-Person Shooter
2007-11-01,Quake 4,,12,1,58,First-Person Shooter
2007-11-01,Counter-Strike: Source,,40,1,53,First-Person Shooter
2007-11-01,Gears of War,,32,1,93,Third-Person Shooter
2007-11-01,Rainbow Six: Vegas,,32,1,84,First-Person Shooter
2007-11-01,Crysis,,0,1,101,First-Person Shooter
2007-11-01,Call of Duty 4: Modern Warfare,,20,1,102,First-Person Shooter
2007-11-01,Enemy Territory: Quake Wars,,0,1,94,First-Person Shooter
2007-11-01,World in Conflict,,8,1,90,Strategy
2007-11-01,Super Smash Bros. Melee,,6,2,21,Fighting Game
2007-11-01,Team Fortress 2,,21,1,103,First-Person Shooter
2007-11-01,FIFA 08,,4,3,104,Sports
2007-11-01,Trackmania United,,3,1,105,Racing
2007-11-01,Call of Duty 2,836.0,5,1,69,First-Person Shooter
2007-11-01,TrackMania Nations,755.0,3,1,68,Racing
2007-11-01,Age of Empires II,200.0,2,1,8,Strategy
2007-12-01,Counter-Strike: Source,,135,5,53,First-Person Shooter
2007-12-01,Dead or Alive 4,,23,3,72,Fighting Game
2007-12-01,Project Gotham Racing 3,,22,2,74,Racing
2007-12-01,Counter-Strike,,169,11,16,First-Person Shooter
2007-12-01,FIFA 07,,21,4,78,Sports
2007-12-01,StarCraft: Brood War,,52,4,4,Strategy
2007-12-01,Halo 3,,16,1,106,First-Person Shooter
2007-12-01,WarCraft III,,41,16,24,Strategy
2007-12-01,World of WarCraft,,3,2,82,Role-Playing Game
2007-12-01,Defense of the Ancients,,40,3,64,Multiplayer Online Battle Arena
2007-12-01,Team Fortress 2,,0,1,103,First-Person Shooter
2007-12-01,TrackMania Nations,,8,2,68,Racing
2007-12-01,Super Smash Bros. Melee,,15,5,21,Fighting Game
2007-12-01,Age of Empires III,,3,1,70,Strategy
2007-12-01,Age of Empires II,100.0,3,1,8,Strategy
2007-12-01,Age of Mythology,100.0,3,1,31,Strategy
2007-12-01,Battlefield 2142,0.0,0,1,83,First-Person Shooter
2007-12-01,Super Smash Bros.,0.0,3,1,92,Fighting Game
2008-01-01,StarCraft: Brood War,,13,2,4,Strategy
2008-01-01,Counter-Strike,,74,3,16,First-Person Shooter
2008-01-01,WarCraft III,,11,7,24,Strategy
2008-01-01,World in Conflict,,0,1,90,Strategy
2008-01-01,F.E.A.R.,,4,1,89,First-Person Shooter
2008-01-01,Age of Empires II,,6,2,8,Strategy
2008-01-01,Super Smash Bros. Melee,,8,3,21,Fighting Game
2008-02-01,World in Conflict,,25,1,90,Strategy
2008-02-01,F.E.A.R.,,8,1,89,First-Person Shooter
2008-02-01,Counter-Strike,,153,8,16,First-Person Shooter
2008-02-01,StarCraft: Brood War,,23,2,4,Strategy
2008-02-01,Counter-Strike: Source,,100,9,53,First-Person Shooter
2008-02-01,WarCraft III,,26,8,24,Strategy
2008-02-01,Super Smash Bros. Melee,,26,5,21,Fighting Game
2008-02-01,TrackMania Nations,,7,2,68,Racing
2008-02-01,Defense of the Ancients,800.0,17,2,64,Multiplayer Online Battle Arena
2008-02-01,Age of Empires II,688.0,6,2,8,Strategy
2008-03-01,Counter-Strike,,203,15,16,First-Person Shooter
2008-03-01,StarCraft: Brood War,,39,3,4,Strategy
2008-03-01,Unreal Tournament 3,,3,3,107,First-Person Shooter
2008-03-01,WarCraft III,,26,13,24,Strategy
2008-03-01,Counter-Strike: Source,,101,8,53,First-Person Shooter
2008-03-01,Call of Duty 4: Modern Warfare,,66,5,102,First-Person Shooter
2008-03-01,FIFA 08,,7,2,104,Sports
2008-03-01,Command & Conquer 3,,4,2,85,Strategy
2008-03-01,Halo 3,,14,3,106,First-Person Shooter
2008-03-01,Dead or Alive 4,,3,2,72,Fighting Game
2008-03-01,Need for Speed: ProStreet,,3,1,108,Racing
2008-03-01,Project Gotham Racing 4,,3,1,109,Racing
2008-03-01,Team Fortress 2,,0,1,103,First-Person Shooter
2008-03-01,Enemy Territory: Quake Wars,,6,1,94,First-Person Shooter
2008-03-01,Wolfenstein: Enemy Territory,,18,1,57,First-Person Shooter
2008-03-01,Battlefield 2,,0,1,59,First-Person Shooter
2008-03-01,Crysis,,0,1,101,First-Person Shooter
2008-03-01,Gears of War,,0,1,93,Third-Person Shooter
2008-03-01,Pro Evolution Soccer 2008,,6,2,110,Sports
2008-03-01,Supreme Commander: Forged Alliance,,0,1,111,Strategy
2008-03-01,World in Conflict,595.0,0,1,90,Strategy
2008-03-01,TrackMania Nations Forever,559.0,1,1,112,Racing
2008-03-01,Age of Mythology,300.0,3,1,31,Strategy
2008-03-01,Super Smash Bros. Melee,190.0,6,2,21,Fighting Game
2008-04-01,Halo 3,,32,1,106,First-Person Shooter
2008-04-01,Counter-Strike: Source,,35,2,53,First-Person Shooter
2008-04-01,WarCraft III,,12,7,24,Strategy
2008-04-01,Counter-Strike,,55,5,16,First-Person Shooter
2008-04-01,Gears of War,,0,1,93,Third-Person Shooter
2008-04-01,Age of Empires II,,8,1,8,Strategy
2008-04-01,TrackMania Nations,862.0,3,1,68,Racing
2008-04-01,Super Smash Bros. Brawl,755.0,7,2,113,Fighting Game
2008-04-01,StarCraft: Brood War,628.0,3,1,4,Strategy
2008-04-01,Age of Empires III,50.0,1,1,70,Strategy
2008-04-01,Age of Mythology,50.0,1,1,31,Strategy
2008-05-01,Counter-Strike,,215,10,16,First-Person Shooter
2008-05-01,WarCraft III,,64,9,24,Strategy
2008-05-01,Halo 3,,1,1,106,First-Person Shooter
2008-05-01,Counter-Strike: Source,,94,4,53,First-Person Shooter
2008-05-01,FIFA 08,,3,1,104,Sports
2008-05-01,Call of Duty 4: Modern Warfare,,40,1,102,First-Person Shooter
2008-05-01,Defense of the Ancients,,29,3,64,Multiplayer Online Battle Arena
2008-05-01,Super Smash Bros. Brawl,,15,5,113,Fighting Game
2008-05-01,Quake III Arena,,8,1,7,First-Person Shooter
2008-05-01,StarCraft: Brood War,,8,1,4,Strategy
2008-05-01,Super Smash Bros. Melee,132.0,3,1,21,Fighting Game
2008-05-01,Age of Mythology,50.0,1,1,31,Strategy
2008-06-01,World of WarCraft,,22,2,82,Role-Playing Game
2008-06-01,WarCraft III,,30,9,24,Strategy
2008-06-01,StarCraft: Brood War,,27,4,4,Strategy
2008-06-01,Halo 3,,32,1,106,First-Person Shooter
2008-06-01,Counter-Strike,,66,7,16,First-Person Shooter
2008-06-01,Guitar Hero III: Legends of Rock,,8,1,114,Music / Rhythm Game
2008-06-01,Counter-Strike: Source,,45,3,53,First-Person Shooter
2008-06-01,Rainbow Six: Vegas 2,,0,1,115,First-Person Shooter
2008-06-01,Defense of the Ancients,,16,1,64,Multiplayer Online Battle Arena
